[log] /scratch/users/ntu/kenneth0/FYP-SmartObjectCounter/logs/train_rgbt_adaptive_late_e100_sanity_12751553.pbs101_20260117_203940.log
[job] name=train_rgbt_adaptive_late_e100_sanity id=12751553.pbs101 host=x1000c0s4b0n1 time=Sat Jan 17 20:39:40 +08 2026
[init] device = cuda
[init] train = 1030  val = 200  workers = 4
/scratch/users/ntu/kenneth0/FYP-SmartObjectCounter/scripts/train_rgbt.py:383: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = GradScaler(enabled = bool(args.amp))
[e001 s0001/1030] loss = 0.727863
[e001 s0050/1030] loss = 0.688133
[e001 s0100/1030] loss = 0.746741
[e001 s0150/1030] loss = 0.779225
[e001 s0200/1030] loss = 0.751460
[e001 s0250/1030] loss = 0.748956
[e001 s0300/1030] loss = 0.730009
[e001 s0350/1030] loss = 0.727122
[e001 s0400/1030] loss = 0.739007
[e001 s0450/1030] loss = 0.745594
[e001 s0500/1030] loss = 0.740471
[e001 s0550/1030] loss = 0.731386
[e001 s0600/1030] loss = 0.729906
[e001 s0650/1030] loss = 0.728497
[e001 s0700/1030] loss = 0.736443
[e001 s0750/1030] loss = 0.733600
[e001 s0800/1030] loss = 0.730843
[e001 s0850/1030] loss = 0.723696
[e001 s0900/1030] loss = 0.724595
[e001 s0950/1030] loss = 0.722254
[e001 s1000/1030] loss = 0.723982
Epoch 001: train_loss = 0.720527  MAE/GAME0 = 69.418  RMSE = 76.220  GAME1 = 69.418  GAME2 = 69.418  GAME3 = 69.418  lr = 1.00e-05  time = 16.7s
[e002 s0001/1030] loss = 1.660815
[e002 s0050/1030] loss = 0.807092
[e002 s0100/1030] loss = 0.809663
[e002 s0150/1030] loss = 0.761492
[e002 s0200/1030] loss = 0.742806
[e002 s0250/1030] loss = 0.717494
[e002 s0300/1030] loss = 0.700401
[e002 s0350/1030] loss = 0.695896
[e002 s0400/1030] loss = 0.697815
[e002 s0450/1030] loss = 0.692204
[e002 s0500/1030] loss = 0.703730
[e002 s0550/1030] loss = 0.706702
[e002 s0600/1030] loss = 0.702180
[e002 s0650/1030] loss = 0.696443
[e002 s0700/1030] loss = 0.699807
[e002 s0750/1030] loss = 0.698009
[e002 s0800/1030] loss = 0.698204
[e002 s0850/1030] loss = 0.692067
[e002 s0900/1030] loss = 0.703447
[e002 s0950/1030] loss = 0.700891
[e002 s1000/1030] loss = 0.701066
Epoch 002: train_loss = 0.705069  MAE/GAME0 = 67.545  RMSE = 74.091  GAME1 = 67.545  GAME2 = 67.545  GAME3 = 67.545  lr = 1.00e-05  time = 9.1s
[e003 s0001/1030] loss = 0.930803
[e003 s0050/1030] loss = 0.759141
[e003 s0100/1030] loss = 0.775003
[e003 s0150/1030] loss = 0.736081
[e003 s0200/1030] loss = 0.728267
[e003 s0250/1030] loss = 0.713774
[e003 s0300/1030] loss = 0.704523
[e003 s0350/1030] loss = 0.716063
[e003 s0400/1030] loss = 0.707634
[e003 s0450/1030] loss = 0.719500
[e003 s0500/1030] loss = 0.713979
[e003 s0550/1030] loss = 0.717637
[e003 s0600/1030] loss = 0.732503
[e003 s0650/1030] loss = 0.726812
[e003 s0700/1030] loss = 0.719622
[e003 s0750/1030] loss = 0.720323
[e003 s0800/1030] loss = 0.714814
