[log] /scratch/users/ntu/kenneth0/FYP-SmartObjectCounter/logs/train_rgbt_adaptive_late_e100_sanity_12839061.pbs101_20260206_150530.log
[job] name=train_rgbt_adaptive_late_e100_sanity id=12839061.pbs101 host=x1000c0s4b0n0 time=Fri Feb  6 15:05:30 +08 2026
torch 2.6.0+cu118 cuda True
[init] device = cuda
[init] train = 1030  val = 200  workers = 4
/scratch/users/ntu/kenneth0/FYP-SmartObjectCounter/scripts/train_rgbt.py:383: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = GradScaler(enabled = bool(args.amp))
[e004 s0900/1030] loss = 3.177856
[e004 s0950/1030] loss = 3.380288
[e004 s1000/1030] loss = 3.437250
Epoch 004: train_loss = 3.581621  MAE/GAME0 = 23.170  RMSE = 42.173  GAME1 = 23.231  GAME2 = 23.295  GAME3 = 23.313  lr = 1.00e-05  time = 15.1s
[e005 s0001/1030] loss = 0.190903
[e005 s0050/1030] loss = 2.196727
[e005 s0100/1030] loss = 2.224321
[e005 s0150/1030] loss = 2.692757
[e005 s0200/1030] loss = 2.674122
[e005 s0250/1030] loss = 3.130407
[e005 s0300/1030] loss = 2.926471
[e005 s0350/1030] loss = 2.721565
[e005 s0400/1030] loss = 3.163582
[e005 s0450/1030] loss = 3.040198
[e005 s0500/1030] loss = 2.992540
[e005 s0550/1030] loss = 2.970133
[e005 s0600/1030] loss = 2.856012
[e005 s0650/1030] loss = 3.060507
[e005 s0700/1030] loss = 3.026727
[e005 s0750/1030] loss = 3.030078
[e005 s0800/1030] loss = 2.911528
[e005 s0850/1030] loss = 2.907314
[e005 s0900/1030] loss = 2.883776
[e005 s0950/1030] loss = 2.831375
[e005 s1000/1030] loss = 2.888487
Epoch 005: train_loss = 2.856052  MAE/GAME0 = 23.196  RMSE = 42.198  GAME1 = 23.238  GAME2 = 23.281  GAME3 = 23.293  lr = 1.00e-05  time = 15.0s
[e006 s0001/1030] loss = 0.041340
[e006 s0050/1030] loss = 2.161632
[e006 s0100/1030] loss = 2.497936
[e006 s0150/1030] loss = 2.541373
[e006 s0200/1030] loss = 2.599996
[e006 s0250/1030] loss = 2.459798
[e006 s0300/1030] loss = 2.450232
[e006 s0350/1030] loss = 2.440552
[e006 s0400/1030] loss = 3.622622
[e006 s0450/1030] loss = 3.432855
[e006 s0500/1030] loss = 3.306399
[e006 s0550/1030] loss = 3.258167
[e006 s0600/1030] loss = 3.159895
[e006 s0650/1030] loss = 3.563243
[e006 s0700/1030] loss = 3.586042
[e006 s0750/1030] loss = 3.662198
[e006 s0800/1030] loss = 3.738635
[e006 s0850/1030] loss = 3.635751
[e006 s0900/1030] loss = 3.617075
[e006 s0950/1030] loss = 3.744601
[e006 s1000/1030] loss = 3.751981
Epoch 006: train_loss = 3.758196  MAE/GAME0 = 23.214  RMSE = 42.215  GAME1 = 23.243  GAME2 = 23.269  GAME3 = 23.278  lr = 1.00e-05  time = 15.0s
[e007 s0001/1030] loss = 8.098712
[e007 s0050/1030] loss = 3.709323
[e007 s0100/1030] loss = 3.597763
[e007 s0150/1030] loss = 3.117760
[e007 s0200/1030] loss = 3.021468
[e007 s0250/1030] loss = 3.208135
[e007 s0300/1030] loss = 3.180546
[e007 s0350/1030] loss = 3.711366
[e007 s0400/1030] loss = 4.208359
[e007 s0450/1030] loss = 4.451539
[e007 s0500/1030] loss = 4.269547
[e007 s0550/1030] loss = 4.214913
[e007 s0600/1030] loss = 4.055148
[e007 s0650/1030] loss = 3.923886
[e007 s0700/1030] loss = 3.786929
[e007 s0750/1030] loss = 3.688340
[e007 s0800/1030] loss = 3.581968
[e007 s0850/1030] loss = 3.539349
[e007 s0900/1030] loss = 3.535736
[e007 s0950/1030] loss = 3.541364
[e007 s1000/1030] loss = 3.518644
Epoch 007: train_loss = 3.496464  MAE/GAME0 = 23.225  RMSE = 42.227  GAME1 = 23.245  GAME2 = 23.263  GAME3 = 23.267  lr = 1.00e-05  time = 15.2s
[e008 s0001/1030] loss = 6.369077
[e008 s0050/1030] loss = 2.102901
[e008 s0100/1030] loss = 2.882940
[e008 s0150/1030] loss = 3.400749
[e008 s0200/1030] loss = 3.244486
[e008 s0250/1030] loss = 3.176906
[e008 s0300/1030] loss = 3.180789
[e008 s0350/1030] loss = 3.061304
[e008 s0400/1030] loss = 3.007216
[e008 s0450/1030] loss = 3.593860
[e008 s0500/1030] loss = 3.450657
[e008 s0550/1030] loss = 3.368689
[e008 s0600/1030] loss = 3.379470
[e008 s0650/1030] loss = 3.517735
[e008 s0700/1030] loss = 3.512597
[e008 s0750/1030] loss = 3.422682
[e008 s0800/1030] loss = 3.384239
[e008 s0850/1030] loss = 3.298115
[e008 s0900/1030] loss = 3.301043
[e008 s0950/1030] loss = 3.260276
[e008 s1000/1030] loss = 3.164031
Epoch 008: train_loss = 3.181478  MAE/GAME0 = 23.233  RMSE = 42.234  GAME1 = 23.246  GAME2 = 23.256  GAME3 = 23.259  lr = 1.00e-05  time = 15.0s
[e009 s0001/1030] loss = 1.601250
[e009 s0050/1030] loss = 4.090720
[e009 s0100/1030] loss = 4.849636
[e009 s0150/1030] loss = 5.086124
[e009 s0200/1030] loss = 5.363004
[e009 s0250/1030] loss = 4.501861
[e009 s0300/1030] loss = 4.294842
[e009 s0350/1030] loss = 3.937999
[e009 s0400/1030] loss = 3.849863
[e009 s0450/1030] loss = 3.753584
[e009 s0500/1030] loss = 3.624589
[e009 s0550/1030] loss = 3.563078
[e009 s0600/1030] loss = 3.446860
[e009 s0650/1030] loss = 3.308922
[e009 s0700/1030] loss = 3.198346
[e009 s0750/1030] loss = 3.219072
[e009 s0800/1030] loss = 3.136258
[e009 s0850/1030] loss = 3.156119
[e009 s0900/1030] loss = 3.099243
[e009 s0950/1030] loss = 3.026246
[e009 s1000/1030] loss = 3.031609
Epoch 009: train_loss = 3.068474  MAE/GAME0 = 23.236  RMSE = 42.236  GAME1 = 23.247  GAME2 = 23.255  GAME3 = 23.257  lr = 1.00e-05  time = 15.1s
[e010 s0001/1030] loss = 0.387334
[e010 s0050/1030] loss = 3.676992
[e010 s0100/1030] loss = 3.167314
[e010 s0150/1030] loss = 3.518921
[e010 s0200/1030] loss = 3.181525
[e010 s0250/1030] loss = 3.702574
[e010 s0300/1030] loss = 3.533261
[e010 s0350/1030] loss = 3.358899
[e010 s0400/1030] loss = 3.407033
[e010 s0450/1030] loss = 3.832770
[e010 s0500/1030] loss = 3.688051
[e010 s0550/1030] loss = 3.546906
[e010 s0600/1030] loss = 3.428704
[e010 s0650/1030] loss = 3.459348
[e010 s0700/1030] loss = 3.419315
[e010 s0750/1030] loss = 3.282207
[e010 s0800/1030] loss = 3.246825
[e010 s0850/1030] loss = 3.234495
[e010 s0900/1030] loss = 3.267782
[e010 s0950/1030] loss = 3.349976
[e010 s1000/1030] loss = 3.279319
Epoch 010: train_loss = 3.278009  MAE/GAME0 = 23.238  RMSE = 42.241  GAME1 = 23.246  GAME2 = 23.252  GAME3 = 23.253  lr = 1.00e-05  time = 15.1s
[e011 s0001/1030] loss = 0.968757
[e011 s0050/1030] loss = 2.108420
[e011 s0100/1030] loss = 3.000274
[e011 s0150/1030] loss = 3.084567
[e011 s0200/1030] loss = 3.685943
[e011 s0250/1030] loss = 3.190988
[e011 s0300/1030] loss = 2.940826
[e011 s0350/1030] loss = 2.905847
[e011 s0400/1030] loss = 3.039032
[e011 s0450/1030] loss = 2.880945
[e011 s0500/1030] loss = 2.830607
[e011 s0550/1030] loss = 2.838119
[e011 s0600/1030] loss = 2.735817
[e011 s0650/1030] loss = 2.776398
[e011 s0700/1030] loss = 2.805488
[e011 s0750/1030] loss = 2.805043
[e011 s0800/1030] loss = 2.797728
[e011 s0850/1030] loss = 2.793654
[e011 s0900/1030] loss = 2.997887
[e011 s0950/1030] loss = 3.434445
[e011 s1000/1030] loss = 3.369472
Epoch 011: train_loss = 3.325401  MAE/GAME0 = 23.239  RMSE = 42.242  GAME1 = 23.246  GAME2 = 23.250  GAME3 = 23.251  lr = 1.00e-05  time = 15.0s
[e012 s0001/1030] loss = 0.000003
[e012 s0050/1030] loss = 1.635548
[e012 s0100/1030] loss = 1.842866
[e012 s0150/1030] loss = 2.581718
[e012 s0200/1030] loss = 2.555691
[e012 s0250/1030] loss = 2.846253
[e012 s0300/1030] loss = 2.792215
[e012 s0350/1030] loss = 2.718960
[e012 s0400/1030] loss = 2.604496
[e012 s0450/1030] loss = 2.761759
[e012 s0500/1030] loss = 2.683014
[e012 s0550/1030] loss = 2.868558
[e012 s0600/1030] loss = 2.979739
[e012 s0650/1030] loss = 3.305528
[e012 s0700/1030] loss = 3.415098
[e012 s0750/1030] loss = 3.344619
[e012 s0800/1030] loss = 3.330578
[e012 s0850/1030] loss = 3.438764
[e012 s0900/1030] loss = 3.373081
[e012 s0950/1030] loss = 3.324425
[e012 s1000/1030] loss = 3.320627
Epoch 012: train_loss = 3.319483  MAE/GAME0 = 23.240  RMSE = 42.242  GAME1 = 23.246  GAME2 = 23.249  GAME3 = 23.250  lr = 1.00e-05  time = 15.2s
[e013 s0001/1030] loss = 11.328762
[e013 s0050/1030] loss = 3.992821
[e013 s0100/1030] loss = 2.654032
[e013 s0150/1030] loss = 2.260025
[e013 s0200/1030] loss = 2.257020
[e013 s0250/1030] loss = 2.764495
[e013 s0300/1030] loss = 2.913112
[e013 s0350/1030] loss = 3.002579
[e013 s0400/1030] loss = 2.918463
[e013 s0450/1030] loss = 2.838914
[e013 s0500/1030] loss = 2.799477
[e013 s0550/1030] loss = 2.735405
[e013 s0600/1030] loss = 2.698269
[e013 s0650/1030] loss = 3.043599
[e013 s0700/1030] loss = 3.011037
[e013 s0750/1030] loss = 2.964474
[e013 s0800/1030] loss = 2.920131
[e013 s0850/1030] loss = 2.905054
[e013 s0900/1030] loss = 2.958684
[e013 s0950/1030] loss = 2.997211
[e013 s1000/1030] loss = 2.928449
Epoch 013: train_loss = 3.178676  MAE/GAME0 = 23.243  RMSE = 42.246  GAME1 = 23.246  GAME2 = 23.247  GAME3 = 23.247  lr = 1.00e-05  time = 15.0s
[e014 s0001/1030] loss = 0.694090
[e014 s0050/1030] loss = 1.658533
[e014 s0100/1030] loss = 2.274489
[e014 s0150/1030] loss = 2.452134
[e014 s0200/1030] loss = 2.082767
[e014 s0250/1030] loss = 2.065739
[e014 s0300/1030] loss = 2.088273
[e014 s0350/1030] loss = 2.680626
[e014 s0400/1030] loss = 3.189666
[e014 s0450/1030] loss = 3.118792
[e014 s0500/1030] loss = 3.006440
[e014 s0550/1030] loss = 3.238136
[e014 s0600/1030] loss = 3.431538
[e014 s0650/1030] loss = 3.403136
[e014 s0700/1030] loss = 3.403859
[e014 s0750/1030] loss = 3.386731
[e014 s0800/1030] loss = 3.504796
[e014 s0850/1030] loss = 3.407907
[e014 s0900/1030] loss = 3.318435
[e014 s0950/1030] loss = 3.553840
[e014 s1000/1030] loss = 3.538604
Epoch 014: train_loss = 3.581673  MAE/GAME0 = 23.244  RMSE = 42.247  GAME1 = 23.246  GAME2 = 23.247  GAME3 = 23.247  lr = 1.00e-05  time = 15.0s
[e015 s0001/1030] loss = 0.041641
[e015 s0050/1030] loss = 2.401228
[e015 s0100/1030] loss = 4.127364
[e015 s0150/1030] loss = 3.789438
[e015 s0200/1030] loss = 3.552242
[e015 s0250/1030] loss = 3.509152
[e015 s0300/1030] loss = 3.258273
[e015 s0350/1030] loss = 3.325425
[e015 s0400/1030] loss = 3.223629
[e015 s0450/1030] loss = 3.169863
[e015 s0500/1030] loss = 3.216303
[e015 s0550/1030] loss = 3.301154
[e015 s0600/1030] loss = 3.207112
[e015 s0650/1030] loss = 3.125104
[e015 s0700/1030] loss = 3.158494
[e015 s0750/1030] loss = 3.217171
[e015 s0800/1030] loss = 3.190225
[e015 s0850/1030] loss = 3.402582
[e015 s0900/1030] loss = 3.459798
[e015 s0950/1030] loss = 3.493695
[e015 s1000/1030] loss = 3.420869
Epoch 015: train_loss = 3.437994  MAE/GAME0 = 23.244  RMSE = 42.247  GAME1 = 23.245  GAME2 = 23.246  GAME3 = 23.246  lr = 1.00e-05  time = 15.1s
[e016 s0001/1030] loss = 0.186778
[e016 s0050/1030] loss = 2.082673
[e016 s0100/1030] loss = 1.976412
[e016 s0150/1030] loss = 3.234310
[e016 s0200/1030] loss = 3.931116
[e016 s0250/1030] loss = 3.739793
[e016 s0300/1030] loss = 3.489636
[e016 s0350/1030] loss = 3.785811
[e016 s0400/1030] loss = 3.838299
[e016 s0450/1030] loss = 3.839029
[e016 s0500/1030] loss = 3.777865
[e016 s0550/1030] loss = 3.709331
[e016 s0600/1030] loss = 3.596919
[e016 s0650/1030] loss = 3.448073
[e016 s0700/1030] loss = 3.537290
[e016 s0750/1030] loss = 3.485389
[e016 s0800/1030] loss = 3.361887
[e016 s0850/1030] loss = 3.299046
[e016 s0900/1030] loss = 3.267384
[e016 s0950/1030] loss = 3.318439
[e016 s1000/1030] loss = 3.268683
Epoch 016: train_loss = 3.224847  MAE/GAME0 = 23.244  RMSE = 42.247  GAME1 = 23.245  GAME2 = 23.246  GAME3 = 23.246  lr = 1.00e-05  time = 15.0s
[e017 s0001/1030] loss = 4.015626
[e017 s0050/1030] loss = 2.690187
[e017 s0100/1030] loss = 3.193907
[e017 s0150/1030] loss = 3.665964
[e017 s0200/1030] loss = 3.157388
[e017 s0250/1030] loss = 2.895261
[e017 s0300/1030] loss = 2.901986
[e017 s0350/1030] loss = 2.826271
[e017 s0400/1030] loss = 2.859123
[e017 s0450/1030] loss = 2.902280
[e017 s0500/1030] loss = 3.232814
[e017 s0550/1030] loss = 3.139893
[e017 s0600/1030] loss = 3.070316
[e017 s0650/1030] loss = 3.046409
[e017 s0700/1030] loss = 2.990445
[e017 s0750/1030] loss = 2.998524
[e017 s0800/1030] loss = 3.038635
[e017 s0850/1030] loss = 2.974214
[e017 s0900/1030] loss = 3.154953
[e017 s0950/1030] loss = 3.126286
[e017 s1000/1030] loss = 3.105224
Epoch 017: train_loss = 3.052974  MAE/GAME0 = 23.245  RMSE = 42.247  GAME1 = 23.245  GAME2 = 23.245  GAME3 = 23.246  lr = 1.00e-05  time = 15.2s
[e018 s0001/1030] loss = 0.049632
[e018 s0050/1030] loss = 3.050830
[e018 s0100/1030] loss = 3.319649
[e018 s0150/1030] loss = 2.985814
[e018 s0200/1030] loss = 3.100149
[e018 s0250/1030] loss = 3.138934
[e018 s0300/1030] loss = 3.818150
[e018 s0350/1030] loss = 3.576110
[e018 s0400/1030] loss = 3.423673
[e018 s0450/1030] loss = 3.382959
[e018 s0500/1030] loss = 3.316579
[e018 s0550/1030] loss = 3.382207
[e018 s0600/1030] loss = 3.257572
[e018 s0650/1030] loss = 3.192009
[e018 s0700/1030] loss = 3.251334
[e018 s0750/1030] loss = 3.116383
[e018 s0800/1030] loss = 3.083156
[e018 s0850/1030] loss = 3.060824
[e018 s0900/1030] loss = 2.983278
[e018 s0950/1030] loss = 2.953906
[e018 s1000/1030] loss = 3.020730
Epoch 018: train_loss = 3.258701  MAE/GAME0 = 23.245  RMSE = 42.248  GAME1 = 23.245  GAME2 = 23.245  GAME3 = 23.245  lr = 1.00e-05  time = 15.3s
[e019 s0001/1030] loss = 3.400593
[e019 s0050/1030] loss = 2.428612
[e019 s0100/1030] loss = 2.760596
[e019 s0150/1030] loss = 3.300573
[e019 s0200/1030] loss = 2.979972
[e019 s0250/1030] loss = 3.707239
[e019 s0300/1030] loss = 3.487770
[e019 s0350/1030] loss = 3.373939
[e019 s0400/1030] loss = 3.495101
[e019 s0450/1030] loss = 3.614571
[e019 s0500/1030] loss = 3.435578
[e019 s0550/1030] loss = 3.279957
[e019 s0600/1030] loss = 3.162678
[e019 s0650/1030] loss = 3.045615
[e019 s0700/1030] loss = 2.961999
[e019 s0750/1030] loss = 3.056705
[e019 s0800/1030] loss = 3.002095
[e019 s0850/1030] loss = 3.009523
[e019 s0900/1030] loss = 3.042340
[e019 s0950/1030] loss = 3.030166
[e019 s1000/1030] loss = 2.971658
Epoch 019: train_loss = 2.929546  MAE/GAME0 = 23.245  RMSE = 42.247  GAME1 = 23.245  GAME2 = 23.245  GAME3 = 23.246  lr = 1.00e-05  time = 15.1s
[e020 s0001/1030] loss = 2.201193
[e020 s0050/1030] loss = 2.962932
[e020 s0100/1030] loss = 3.415910
[e020 s0150/1030] loss = 3.047164
[e020 s0200/1030] loss = 2.793244
[e020 s0250/1030] loss = 3.501424
[e020 s0300/1030] loss = 3.284955
[e020 s0350/1030] loss = 3.444928
[e020 s0400/1030] loss = 3.372573
[e020 s0450/1030] loss = 3.443316
[e020 s0500/1030] loss = 3.228799
[e020 s0550/1030] loss = 3.497234
[e020 s0600/1030] loss = 3.464683
[e020 s0650/1030] loss = 3.422169
[e020 s0700/1030] loss = 3.301594
[e020 s0750/1030] loss = 3.299150
[e020 s0800/1030] loss = 3.291693
[e020 s0850/1030] loss = 3.242886
[e020 s0900/1030] loss = 3.180694
[e020 s0950/1030] loss = 3.120755
[e020 s1000/1030] loss = 3.100916
Epoch 020: train_loss = 3.178827  MAE/GAME0 = 23.240  RMSE = 42.244  GAME1 = 23.241  GAME2 = 23.249  GAME3 = 23.250  lr = 1.00e-05  time = 15.0s
[e021 s0001/1030] loss = 0.710309
[e021 s0050/1030] loss = 2.302936
[e021 s0100/1030] loss = 2.789052
[e021 s0150/1030] loss = 2.706041
[e021 s0200/1030] loss = 2.890015
[e021 s0250/1030] loss = 3.151846
[e021 s0300/1030] loss = 3.139803
[e021 s0350/1030] loss = 2.886331
[e021 s0400/1030] loss = 2.990382
[e021 s0450/1030] loss = 3.089479
[e021 s0500/1030] loss = 3.019508
[e021 s0550/1030] loss = 2.989915
[e021 s0600/1030] loss = 2.880954
[e021 s0650/1030] loss = 2.916416
[e021 s0700/1030] loss = 2.930865
[e021 s0750/1030] loss = 2.832585
[e021 s0800/1030] loss = 2.832881
[e021 s0850/1030] loss = 3.422176
[e021 s0900/1030] loss = 3.400347
[e021 s0950/1030] loss = 3.315907
[e021 s1000/1030] loss = 3.603890
Epoch 021: train_loss = 3.554241  MAE/GAME0 = 23.241  RMSE = 42.244  GAME1 = 23.241  GAME2 = 23.249  GAME3 = 23.249  lr = 1.00e-05  time = 15.1s
[e022 s0001/1030] loss = 6.069504
[e022 s0050/1030] loss = 1.353552
[e022 s0100/1030] loss = 1.769675
[e022 s0150/1030] loss = 2.184307
[e022 s0200/1030] loss = 2.560427
[e022 s0250/1030] loss = 2.641476
[e022 s0300/1030] loss = 2.758509
[e022 s0350/1030] loss = 3.330616
[e022 s0400/1030] loss = 3.481998
[e022 s0450/1030] loss = 3.456956
[e022 s0500/1030] loss = 3.787939
[e022 s0550/1030] loss = 3.805992
[e022 s0600/1030] loss = 3.972775
[e022 s0650/1030] loss = 3.805083
[e022 s0700/1030] loss = 3.700839
[e022 s0750/1030] loss = 3.561949
[e022 s0800/1030] loss = 3.482624
[e022 s0850/1030] loss = 3.418559
[e022 s0900/1030] loss = 3.371819
[e022 s0950/1030] loss = 3.293697
[e022 s1000/1030] loss = 3.263205
Epoch 022: train_loss = 3.226401  MAE/GAME0 = 23.245  RMSE = 42.247  GAME1 = 23.245  GAME2 = 23.245  GAME3 = 23.245  lr = 1.00e-05  time = 15.1s
[e023 s0001/1030] loss = 1.542037
[e023 s0050/1030] loss = 2.009572
[e023 s0100/1030] loss = 2.787574
[e023 s0150/1030] loss = 2.771773
[e023 s0200/1030] loss = 2.816504
[e023 s0250/1030] loss = 2.841838
[e023 s0300/1030] loss = 2.823770
[e023 s0350/1030] loss = 2.785786
[e023 s0400/1030] loss = 2.778544
[e023 s0450/1030] loss = 2.791227
[e023 s0500/1030] loss = 2.727844
[e023 s0550/1030] loss = 2.760164
[e023 s0600/1030] loss = 3.005776
[e023 s0650/1030] loss = 2.949028
[e023 s0700/1030] loss = 3.165538
[e023 s0750/1030] loss = 3.275819
[e023 s0800/1030] loss = 3.277620
[e023 s0850/1030] loss = 3.279377
[e023 s0900/1030] loss = 3.261480
[e023 s0950/1030] loss = 3.248604
[e023 s1000/1030] loss = 3.264588
Epoch 023: train_loss = 3.262802  MAE/GAME0 = 23.245  RMSE = 42.248  GAME1 = 23.245  GAME2 = 23.245  GAME3 = 23.245  lr = 1.00e-05  time = 15.1s
[e024 s0001/1030] loss = 3.766434
[e024 s0050/1030] loss = 3.431111
[e024 s0100/1030] loss = 3.407662
[e024 s0150/1030] loss = 3.064194
[e024 s0200/1030] loss = 2.983346
[e024 s0250/1030] loss = 2.862814
[e024 s0300/1030] loss = 3.238955
[e024 s0350/1030] loss = 3.105348
[e024 s0400/1030] loss = 3.153675
[e024 s0450/1030] loss = 3.133775
[e024 s0500/1030] loss = 3.018544
[e024 s0550/1030] loss = 2.915688
[e024 s0600/1030] loss = 2.851006
[e024 s0650/1030] loss = 2.828406
[e024 s0700/1030] loss = 2.762025
[e024 s0750/1030] loss = 2.798452
[e024 s0800/1030] loss = 2.992950
[e024 s0850/1030] loss = 2.955523
[e024 s0900/1030] loss = 2.973928
[e024 s0950/1030] loss = 2.981694
[e024 s1000/1030] loss = 2.906349
Epoch 024: train_loss = 2.881569  MAE/GAME0 = 23.245  RMSE = 42.248  GAME1 = 23.245  GAME2 = 23.245  GAME3 = 23.245  lr = 1.00e-05  time = 15.2s
[e025 s0001/1030] loss = 0.093269
[e025 s0050/1030] loss = 1.741243
[e025 s0100/1030] loss = 2.124170
[e025 s0150/1030] loss = 2.317324
[e025 s0200/1030] loss = 2.252913
[e025 s0250/1030] loss = 2.898329
[e025 s0300/1030] loss = 2.881535
[e025 s0350/1030] loss = 3.379664
[e025 s0400/1030] loss = 3.158340
[e025 s0450/1030] loss = 3.034953
[e025 s0500/1030] loss = 2.907041
[e025 s0550/1030] loss = 2.788321
[e025 s0600/1030] loss = 2.846525
[e025 s0650/1030] loss = 2.737082
[e025 s0700/1030] loss = 2.696783
[e025 s0750/1030] loss = 2.649831
[e025 s0800/1030] loss = 2.628266
[e025 s0850/1030] loss = 2.646990
[e025 s0900/1030] loss = 2.618616
[e025 s0950/1030] loss = 2.591283
[e025 s1000/1030] loss = 2.643569
Epoch 025: train_loss = 2.957733  MAE/GAME0 = 23.245  RMSE = 42.248  GAME1 = 23.245  GAME2 = 23.245  GAME3 = 23.245  lr = 1.00e-05  time = 15.0s
[e026 s0001/1030] loss = 0.193515
[e026 s0050/1030] loss = 3.287927
[e026 s0100/1030] loss = 2.993885
[e026 s0150/1030] loss = 2.826680
[e026 s0200/1030] loss = 2.742073
[e026 s0250/1030] loss = 2.812060
[e026 s0300/1030] loss = 3.724029
[e026 s0350/1030] loss = 3.455466
[e026 s0400/1030] loss = 3.461656
[e026 s0450/1030] loss = 3.504273
[e026 s0500/1030] loss = 3.492436
[e026 s0550/1030] loss = 3.387513
[e026 s0600/1030] loss = 3.243168
[e026 s0650/1030] loss = 3.296621
[e026 s0700/1030] loss = 3.272538
[e026 s0750/1030] loss = 3.465229
[e026 s0800/1030] loss = 3.347406
[e026 s0850/1030] loss = 3.288682
[e026 s0900/1030] loss = 3.242409
[e026 s0950/1030] loss = 3.187263
[e026 s1000/1030] loss = 3.107094
