[log] /scratch/users/ntu/kenneth0/FYP-SmartObjectCounter/logs/train_rgbt_adaptive_late_e400_12844538.pbs101_20260207_174343.log
[job] name=train_rgbt_adaptive_late_e400 id=12844538.pbs101 host=x1000c2s2b0n1 time=Sat Feb  7 17:43:43 +08 2026
torch 2.6.0+cu118 cuda True
[init] device = cuda
[init] train = 1030  val = 200  workers = 4
/scratch/users/ntu/kenneth0/FYP-SmartObjectCounter/scripts/train_rgbt.py:383: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = GradScaler(enabled = bool(args.amp))
[e010 s0450/1030] loss = 3.988481
[e010 s0500/1030] loss = 3.842392
[e010 s0550/1030] loss = 3.699448
[e010 s0600/1030] loss = 3.580610
[e010 s0650/1030] loss = 3.612888
[e010 s0700/1030] loss = 3.573990
[e010 s0750/1030] loss = 3.433761
[e010 s0800/1030] loss = 3.396591
[e010 s0850/1030] loss = 3.384852
[e010 s0900/1030] loss = 3.420347
[e010 s0950/1030] loss = 3.503586
[e010 s1000/1030] loss = 3.431627
Epoch 010: train_loss = 3.429831  MAE/GAME0 = 23.238  RMSE = 42.240  GAME1 = 23.246  GAME2 = 23.252  GAME3 = 23.253  lr = 1.00e-05  time = 15.1s
[e011 s0001/1030] loss = 1.040590
[e011 s0050/1030] loss = 2.231861
[e011 s0100/1030] loss = 3.133993
[e011 s0150/1030] loss = 3.225270
[e011 s0200/1030] loss = 3.836458
[e011 s0250/1030] loss = 3.332871
[e011 s0300/1030] loss = 3.081343
[e011 s0350/1030] loss = 3.049201
[e011 s0400/1030] loss = 3.186693
[e011 s0450/1030] loss = 3.025685
[e011 s0500/1030] loss = 2.973163
[e011 s0550/1030] loss = 2.981128
[e011 s0600/1030] loss = 2.876303
[e011 s0650/1030] loss = 2.916420
[e011 s0700/1030] loss = 2.947163
[e011 s0750/1030] loss = 2.947349
[e011 s0800/1030] loss = 2.939407
[e011 s0850/1030] loss = 2.936525
[e011 s0900/1030] loss = 3.144709
[e011 s0950/1030] loss = 3.584196
[e011 s1000/1030] loss = 3.518107
Epoch 011: train_loss = 3.473180  MAE/GAME0 = 23.239  RMSE = 42.242  GAME1 = 23.246  GAME2 = 23.251  GAME3 = 23.252  lr = 1.00e-05  time = 15.0s
[e012 s0001/1030] loss = 0.000025
[e012 s0050/1030] loss = 1.758660
[e012 s0100/1030] loss = 1.965247
[e012 s0150/1030] loss = 2.728659
[e012 s0200/1030] loss = 2.699103
[e012 s0250/1030] loss = 2.989935
[e012 s0300/1030] loss = 2.935339
[e012 s0350/1030] loss = 2.859959
[e012 s0400/1030] loss = 2.744504
[e012 s0450/1030] loss = 2.904415
[e012 s0500/1030] loss = 2.825871
[e012 s0550/1030] loss = 3.012530
[e012 s0600/1030] loss = 3.127047
[e012 s0650/1030] loss = 3.454603
[e012 s0700/1030] loss = 3.563896
[e012 s0750/1030] loss = 3.493196
[e012 s0800/1030] loss = 3.479206
[e012 s0850/1030] loss = 3.588465
[e012 s0900/1030] loss = 3.521410
[e012 s0950/1030] loss = 3.472299
[e012 s1000/1030] loss = 3.468618
Epoch 012: train_loss = 3.467723  MAE/GAME0 = 23.240  RMSE = 42.242  GAME1 = 23.245  GAME2 = 23.250  GAME3 = 23.251  lr = 1.00e-05  time = 15.1s
[e013 s0001/1030] loss = 11.850741
[e013 s0050/1030] loss = 4.163057
[e013 s0100/1030] loss = 2.787916
[e013 s0150/1030] loss = 2.384435
[e013 s0200/1030] loss = 2.383392
[e013 s0250/1030] loss = 2.899877
[e013 s0300/1030] loss = 3.056766
[e013 s0350/1030] loss = 3.149169
[e013 s0400/1030] loss = 3.062450
[e013 s0450/1030] loss = 2.980813
[e013 s0500/1030] loss = 2.939919
[e013 s0550/1030] loss = 2.873426
[e013 s0600/1030] loss = 2.834551
[e013 s0650/1030] loss = 3.185838
[e013 s0700/1030] loss = 3.153287
[e013 s0750/1030] loss = 3.106418
[e013 s0800/1030] loss = 3.062235
[e013 s0850/1030] loss = 3.047774
[e013 s0900/1030] loss = 3.101848
[e013 s0950/1030] loss = 3.141725
[e013 s1000/1030] loss = 3.071840
Epoch 013: train_loss = 3.325282  MAE/GAME0 = 23.243  RMSE = 42.246  GAME1 = 23.246  GAME2 = 23.247  GAME3 = 23.247  lr = 1.00e-05  time = 15.0s
[e014 s0001/1030] loss = 0.784026
[e014 s0050/1030] loss = 1.768148
[e014 s0100/1030] loss = 2.410740
[e014 s0150/1030] loss = 2.594087
[e014 s0200/1030] loss = 2.210920
[e014 s0250/1030] loss = 2.193276
[e014 s0300/1030] loss = 2.217803
[e014 s0350/1030] loss = 2.816179
[e014 s0400/1030] loss = 3.332142
[e014 s0450/1030] loss = 3.259556
[e014 s0500/1030] loss = 3.146715
[e014 s0550/1030] loss = 3.383476
[e014 s0600/1030] loss = 3.581026
[e014 s0650/1030] loss = 3.552809
[e014 s0700/1030] loss = 3.553060
[e014 s0750/1030] loss = 3.537118
[e014 s0800/1030] loss = 3.658918
[e014 s0850/1030] loss = 3.560328
[e014 s0900/1030] loss = 3.469438
[e014 s0950/1030] loss = 3.707097
[e014 s1000/1030] loss = 3.691793
Epoch 014: train_loss = 3.736060  MAE/GAME0 = 23.243  RMSE = 42.246  GAME1 = 23.246  GAME2 = 23.247  GAME3 = 23.247  lr = 1.00e-05  time = 15.0s
[e015 s0001/1030] loss = 0.050610
[e015 s0050/1030] loss = 2.525318
[e015 s0100/1030] loss = 4.278289
[e015 s0150/1030] loss = 3.943032
[e015 s0200/1030] loss = 3.699836
[e015 s0250/1030] loss = 3.659228
[e015 s0300/1030] loss = 3.405141
[e015 s0350/1030] loss = 3.477794
[e015 s0400/1030] loss = 3.375514
[e015 s0450/1030] loss = 3.320781
[e015 s0500/1030] loss = 3.367589
[e015 s0550/1030] loss = 3.454852
[e015 s0600/1030] loss = 3.358907
[e015 s0650/1030] loss = 3.275528
[e015 s0700/1030] loss = 3.311095
[e015 s0750/1030] loss = 3.370848
[e015 s0800/1030] loss = 3.342780
[e015 s0850/1030] loss = 3.556503
[e015 s0900/1030] loss = 3.614246
[e015 s0950/1030] loss = 3.648607
[e015 s1000/1030] loss = 3.574782
Epoch 015: train_loss = 3.592791  MAE/GAME0 = 23.244  RMSE = 42.247  GAME1 = 23.245  GAME2 = 23.246  GAME3 = 23.247  lr = 1.00e-05  time = 16.1s
[e016 s0001/1030] loss = 0.231757
[e016 s0050/1030] loss = 2.215678
[e016 s0100/1030] loss = 2.106714
[e016 s0150/1030] loss = 3.394062
[e016 s0200/1030] loss = 4.100846
[e016 s0250/1030] loss = 3.904153
[e016 s0300/1030] loss = 3.647241
[e016 s0350/1030] loss = 3.945585
[e016 s0400/1030] loss = 4.001871
[e016 s0450/1030] loss = 4.003396
[e016 s0500/1030] loss = 3.942516
[e016 s0550/1030] loss = 3.872576
[e016 s0600/1030] loss = 3.757960
[e016 s0650/1030] loss = 3.605518
[e016 s0700/1030] loss = 3.697430
[e016 s0750/1030] loss = 3.643721
[e016 s0800/1030] loss = 3.517175
[e016 s0850/1030] loss = 3.453069
[e016 s0900/1030] loss = 3.421379
[e016 s0950/1030] loss = 3.472826
[e016 s1000/1030] loss = 3.422136
Epoch 016: train_loss = 3.377273  MAE/GAME0 = 23.244  RMSE = 42.247  GAME1 = 23.245  GAME2 = 23.246  GAME3 = 23.246  lr = 1.00e-05  time = 14.9s
[e017 s0001/1030] loss = 4.258625
[e017 s0050/1030] loss = 2.844064
[e017 s0100/1030] loss = 3.351662
[e017 s0150/1030] loss = 3.829290
[e017 s0200/1030] loss = 3.307283
[e017 s0250/1030] loss = 3.040304
[e017 s0300/1030] loss = 3.045412
[e017 s0350/1030] loss = 2.967770
[e017 s0400/1030] loss = 3.002395
[e017 s0450/1030] loss = 3.046091
[e017 s0500/1030] loss = 3.380619
[e017 s0550/1030] loss = 3.285242
[e017 s0600/1030] loss = 3.215567
[e017 s0650/1030] loss = 3.192274
[e017 s0700/1030] loss = 3.136330
[e017 s0750/1030] loss = 3.144775
[e017 s0800/1030] loss = 3.185894
[e017 s0850/1030] loss = 3.120232
[e017 s0900/1030] loss = 3.303767
[e017 s0950/1030] loss = 3.274553
[e017 s1000/1030] loss = 3.253510
Epoch 017: train_loss = 3.200305  MAE/GAME0 = 23.244  RMSE = 42.247  GAME1 = 23.245  GAME2 = 23.246  GAME3 = 23.246  lr = 1.00e-05  time = 15.0s
[e018 s0001/1030] loss = 0.067594
[e018 s0050/1030] loss = 3.206165
[e018 s0100/1030] loss = 3.479527
[e018 s0150/1030] loss = 3.136134
[e018 s0200/1030] loss = 3.254330
[e018 s0250/1030] loss = 3.292402
[e018 s0300/1030] loss = 3.975310
[e018 s0350/1030] loss = 3.729253
[e018 s0400/1030] loss = 3.572342
[e018 s0450/1030] loss = 3.533287
[e018 s0500/1030] loss = 3.467985
[e018 s0550/1030] loss = 3.534854
[e018 s0600/1030] loss = 3.408525
[e018 s0650/1030] loss = 3.343024
[e018 s0700/1030] loss = 3.403005
[e018 s0750/1030] loss = 3.264193
[e018 s0800/1030] loss = 3.230727
[e018 s0850/1030] loss = 3.207861
[e018 s0900/1030] loss = 3.129283
[e018 s0950/1030] loss = 3.099018
[e018 s1000/1030] loss = 3.165485
Epoch 018: train_loss = 3.404929  MAE/GAME0 = 23.241  RMSE = 42.245  GAME1 = 23.243  GAME2 = 23.245  GAME3 = 23.248  lr = 1.00e-05  time = 15.1s
[e019 s0001/1030] loss = 3.607578
[e019 s0050/1030] loss = 2.567934
[e019 s0100/1030] loss = 2.910172
[e019 s0150/1030] loss = 3.453195
[e019 s0200/1030] loss = 3.124317
[e019 s0250/1030] loss = 3.862455
[e019 s0300/1030] loss = 3.641026
[e019 s0350/1030] loss = 3.526979
[e019 s0400/1030] loss = 3.650825
[e019 s0450/1030] loss = 3.771172
[e019 s0500/1030] loss = 3.587985
[e019 s0550/1030] loss = 3.428932
[e019 s0600/1030] loss = 3.308194
[e019 s0650/1030] loss = 3.188767
[e019 s0700/1030] loss = 3.103873
[e019 s0750/1030] loss = 3.201168
[e019 s0800/1030] loss = 3.145477
[e019 s0850/1030] loss = 3.155081
[e019 s0900/1030] loss = 3.188942
[e019 s0950/1030] loss = 3.176962
[e019 s1000/1030] loss = 3.117369
Epoch 019: train_loss = 3.074377  MAE/GAME0 = 23.245  RMSE = 42.247  GAME1 = 23.245  GAME2 = 23.245  GAME3 = 23.245  lr = 1.00e-05  time = 14.9s
[e020 s0001/1030] loss = 2.408193
[e020 s0050/1030] loss = 3.105131
[e020 s0100/1030] loss = 3.559999
[e020 s0150/1030] loss = 3.189789
[e020 s0200/1030] loss = 2.934317
[e020 s0250/1030] loss = 3.654782
[e020 s0300/1030] loss = 3.435343
[e020 s0350/1030] loss = 3.597257
[e020 s0400/1030] loss = 3.525486
[e020 s0450/1030] loss = 3.596980
[e020 s0500/1030] loss = 3.375449
[e020 s0550/1030] loss = 3.646708
[e020 s0600/1030] loss = 3.614345
[e020 s0650/1030] loss = 3.571976
[e020 s0700/1030] loss = 3.448572
[e020 s0750/1030] loss = 3.446470
[e020 s0800/1030] loss = 3.439602
[e020 s0850/1030] loss = 3.389812
[e020 s0900/1030] loss = 3.326838
[e020 s0950/1030] loss = 3.266378
[e020 s1000/1030] loss = 3.246916
Epoch 020: train_loss = 3.325880  MAE/GAME0 = 23.244  RMSE = 42.247  GAME1 = 23.244  GAME2 = 23.246  GAME3 = 23.246  lr = 1.00e-05  time = 14.9s
[e021 s0001/1030] loss = 0.845309
[e021 s0050/1030] loss = 2.444075
[e021 s0100/1030] loss = 2.929822
[e021 s0150/1030] loss = 2.848968
[e021 s0200/1030] loss = 3.035279
[e021 s0250/1030] loss = 3.300942
[e021 s0300/1030] loss = 3.291769
[e021 s0350/1030] loss = 3.031811
[e021 s0400/1030] loss = 3.140244
[e021 s0450/1030] loss = 3.242571
[e021 s0500/1030] loss = 3.170772
[e021 s0550/1030] loss = 3.141502
[e021 s0600/1030] loss = 3.029916
[e021 s0650/1030] loss = 3.065426
[e021 s0700/1030] loss = 3.080251
[e021 s0750/1030] loss = 2.978780
[e021 s0800/1030] loss = 2.979021
[e021 s0850/1030] loss = 3.574393
[e021 s0900/1030] loss = 3.552617
[e021 s0950/1030] loss = 3.466309
[e021 s1000/1030] loss = 3.758824
Epoch 021: train_loss = 3.707860  MAE/GAME0 = 23.244  RMSE = 42.247  GAME1 = 23.245  GAME2 = 23.246  GAME3 = 23.246  lr = 1.00e-05  time = 14.9s
[e022 s0001/1030] loss = 6.384503
[e022 s0050/1030] loss = 1.458679
[e022 s0100/1030] loss = 1.883352
[e022 s0150/1030] loss = 2.311570
[e022 s0200/1030] loss = 2.700162
[e022 s0250/1030] loss = 2.784763
[e022 s0300/1030] loss = 2.905678
[e022 s0350/1030] loss = 3.480707
[e022 s0400/1030] loss = 3.635354
[e022 s0450/1030] loss = 3.609851
[e022 s0500/1030] loss = 3.944714
[e022 s0550/1030] loss = 3.964307
[e022 s0600/1030] loss = 4.131667
[e022 s0650/1030] loss = 3.961404
[e022 s0700/1030] loss = 3.855777
[e022 s0750/1030] loss = 3.715006
[e022 s0800/1030] loss = 3.634305
[e022 s0850/1030] loss = 3.569004
[e022 s0900/1030] loss = 3.521008
[e022 s0950/1030] loss = 3.441504
[e022 s1000/1030] loss = 3.410533
Epoch 022: train_loss = 3.372409  MAE/GAME0 = 23.245  RMSE = 42.248  GAME1 = 23.245  GAME2 = 23.245  GAME3 = 23.245  lr = 1.00e-05  time = 15.0s
[e023 s0001/1030] loss = 1.677038
[e023 s0050/1030] loss = 2.132663
[e023 s0100/1030] loss = 2.925505
[e023 s0150/1030] loss = 2.915479
[e023 s0200/1030] loss = 2.965732
[e023 s0250/1030] loss = 2.990704
[e023 s0300/1030] loss = 2.972245
[e023 s0350/1030] loss = 2.936292
[e023 s0400/1030] loss = 2.928304
[e023 s0450/1030] loss = 2.939767
[e023 s0500/1030] loss = 2.874443
[e023 s0550/1030] loss = 2.907345
[e023 s0600/1030] loss = 3.158107
[e023 s0650/1030] loss = 3.098946
[e023 s0700/1030] loss = 3.317050
[e023 s0750/1030] loss = 3.427902
[e023 s0800/1030] loss = 3.428992
[e023 s0850/1030] loss = 3.430208
[e023 s0900/1030] loss = 3.412621
[e023 s0950/1030] loss = 3.399888
[e023 s1000/1030] loss = 3.416219
Epoch 023: train_loss = 3.414857  MAE/GAME0 = 23.245  RMSE = 42.248  GAME1 = 23.245  GAME2 = 23.245  GAME3 = 23.245  lr = 1.00e-05  time = 15.2s
[e024 s0001/1030] loss = 4.027434
[e024 s0050/1030] loss = 3.598328
[e024 s0100/1030] loss = 3.570741
[e024 s0150/1030] loss = 3.215269
[e024 s0200/1030] loss = 3.137378
[e024 s0250/1030] loss = 3.015054
[e024 s0300/1030] loss = 3.394466
[e024 s0350/1030] loss = 3.257234
[e024 s0400/1030] loss = 3.307433
[e024 s0450/1030] loss = 3.286688
[e024 s0500/1030] loss = 3.169540
[e024 s0550/1030] loss = 3.064624
[e024 s0600/1030] loss = 2.998841
[e024 s0650/1030] loss = 2.975364
[e024 s0700/1030] loss = 2.907204
[e024 s0750/1030] loss = 2.943168
[e024 s0800/1030] loss = 3.138442
[e024 s0850/1030] loss = 3.100366
[e024 s0900/1030] loss = 3.119654
[e024 s0950/1030] loss = 3.127755
[e024 s1000/1030] loss = 3.050426
Epoch 024: train_loss = 3.025111  MAE/GAME0 = 23.245  RMSE = 42.248  GAME1 = 23.245  GAME2 = 23.245  GAME3 = 23.245  lr = 1.00e-05  time = 14.9s
[e025 s0001/1030] loss = 0.120269
[e025 s0050/1030] loss = 1.855002
[e025 s0100/1030] loss = 2.250800
[e025 s0150/1030] loss = 2.452503
[e025 s0200/1030] loss = 2.383053
[e025 s0250/1030] loss = 3.037253
[e025 s0300/1030] loss = 3.017555
[e025 s0350/1030] loss = 3.520063
[e025 s0400/1030] loss = 3.295027
[e025 s0450/1030] loss = 3.170613
[e025 s0500/1030] loss = 3.041951
[e025 s0550/1030] loss = 2.921373
[e025 s0600/1030] loss = 2.980802
[e025 s0650/1030] loss = 2.868645
[e025 s0700/1030] loss = 2.828195
[e025 s0750/1030] loss = 2.781674
[e025 s0800/1030] loss = 2.760498
[e025 s0850/1030] loss = 2.780337
[e025 s0900/1030] loss = 2.751725
[e025 s0950/1030] loss = 2.724416
[e025 s1000/1030] loss = 2.778550
Epoch 025: train_loss = 3.098193  MAE/GAME0 = 23.245  RMSE = 42.248  GAME1 = 23.245  GAME2 = 23.245  GAME3 = 23.245  lr = 1.00e-05  time = 15.1s
[e026 s0001/1030] loss = 0.247515
[e026 s0050/1030] loss = 3.456947
[e026 s0100/1030] loss = 3.147695
[e026 s0150/1030] loss = 2.975900
[e026 s0200/1030] loss = 2.889941
[e026 s0250/1030] loss = 2.964230
[e026 s0300/1030] loss = 3.879960
[e026 s0350/1030] loss = 3.606155
[e026 s0400/1030] loss = 3.617989
[e026 s0450/1030] loss = 3.659395
[e026 s0500/1030] loss = 3.650226
[e026 s0550/1030] loss = 3.543297
[e026 s0600/1030] loss = 3.395239
[e026 s0650/1030] loss = 3.448210
[e026 s0700/1030] loss = 3.423520
[e026 s0750/1030] loss = 3.617678
[e026 s0800/1030] loss = 3.497403
[e026 s0850/1030] loss = 3.438846
[e026 s0900/1030] loss = 3.391640
[e026 s0950/1030] loss = 3.335556
[e026 s1000/1030] loss = 3.253624
